id,category,prompt,response,source,source_id
dolly-5845,factual,What is the biggest flag in the world?,"According to Guinness World Records the largest flag ever made was of a Romanian national flag that measured 349 x 227 metres (1,145 x 744.5ft) – about three times the size of a football field. It weighed 5-tonnes and consisted of 44 miles of thread and was unfurled 22 miles South-East of Bucharest.",databricks/databricks-dolly-15k,5845
codealpaca-3196,coding,Write an SQL query to get the rows which contain the values 'Apple' and 'Banana' in the same row in the table fruits.,"SELECT * FROM fruits WHERE item = ""Apple"" OR item = ""Banana"";",sahil2801/CodeAlpaca-20k,3196
codealpaca-18405,coding,Generate a list comprehension to find the highest number in the given list.,highest_number = [i for i in List if i == max(List)],sahil2801/CodeAlpaca-20k,18405
dolly-1929,factual,What is mass spectrometry?,"Mass spectrometry (MS) is an analytical technique that is used to measure the mass-to-charge ratio of ions. The results are presented as a mass spectrum, a plot of intensity as a function of the mass-to-charge ratio. Mass spectrometry is used in many different fields and is applied to pure samples as well as complex mixtures. A mass spectrum is a type of plot of the ion signal as a function of the mass-to-charge ratio. These spectra are used to determine the elemental or isotopic signature of a sample, the masses of particles and of molecules, and to elucidate the chemical identity or structure of molecules and other chemical compounds. In a typical MS procedure, a sample, which may be solid, liquid, or gaseous, is ionized, for example by bombarding it with a beam of electrons. This may cause some of the sample's molecules to break up into positively charged fragments or simply become positively charged without fragmenting. These ions (fragments) are then separated according to their mass-to-charge ratio, for example by accelerating them and subjecting them to an electric or magnetic field: ions of the same mass-to-charge ratio will undergo the same amount of deflection. The ions are detected by a mechanism capable of detecting charged particles, such as an electron multiplier. Results are displayed as spectra of the signal intensity of detected ions as a function of the mass-to-charge ratio. The atoms or molecules in the sample can be identified by correlating known masses (e.g. an entire molecule) to the identified masses or through a characteristic fragmentation pattern.",databricks/databricks-dolly-15k,1929
dolly-6622,factual,"How many vaccines should I get, if a dog bites me?","There is no common number that applies to all, so you should immediately seek medical assistance. And then, based on the severity of the bite, your health provider can recommend the number of vaccines, along with any other treatment.",databricks/databricks-dolly-15k,6622
dolly-8146,factual,Is tempeh a vegetarian food?,"Yes, tempeh is a plant based food",databricks/databricks-dolly-15k,8146
dolly-3467,factual,Who were the Grateful Dead?,"The Grateful Dead were a band founded in 1965 in the Bay Area. Their original members include Jerry Garcia, Bob Weir, Phil Lesh, Ron (Pigpen) McKernan and Bill Kreutzman.",databricks/databricks-dolly-15k,3467
codealpaca-16941,coding,Create a CSS rule for making all text elements bold.,* { font-weight: bold; },sahil2801/CodeAlpaca-20k,16941
dolly-13288,factual,What are the words of House Martell?,"""Unbowed, Unbent, Unbroken""",databricks/databricks-dolly-15k,13288
dolly-238,factual,Should I have Kids?,That is a personal question and one should think about this very carefully. Things to consider: 1. How old are you? 2. Can you afford to raise the child 3. Do you have proper healthcare 4. Do you have anyone to help you 5. Do you like kids 6. Why do you want kids,databricks/databricks-dolly-15k,238
codealpaca-17783,coding,Write a function to evaluate the length of an array.,"def arr_length(arr): """"""Returns the length of a given array."""""" return len(arr) arr_length(arr) # returns 4",sahil2801/CodeAlpaca-20k,17783
codealpaca-16076,coding,Write a CSS script to add a border to the 'Title' element on a webpage.,#Title { border: 1px solid black; },sahil2801/CodeAlpaca-20k,16076
codealpaca-8659,coding,Create a for loop that prints all even numbers from 0 to 10 (inclusive).,"for i in range(0, 11): if (i % 2 == 0): print(i)",sahil2801/CodeAlpaca-20k,8659
codealpaca-10556,coding,Create a function 'subStr' that takes a string and a start and end index and returns a substring between the start and end index.,"def subStr(str, start, end): return str.substring(start, end)",sahil2801/CodeAlpaca-20k,10556
dolly-14164,factual,where do you stay ?,"As I am an artificial intelligence language model, I suppose i stay in the software part of the internet and i do exist as a program. However, i would like to stay in your heart and answer all your heart desired queries :)",databricks/databricks-dolly-15k,14164
dolly-890,factual,"Who are some of the main characters in the show ""South Park""?","Some of the main characters in the show ""South Park"" are Cartman, Kenny, Kyle, and Stan.",databricks/databricks-dolly-15k,890
dolly-8869,factual,"Which of these drinks are caffeinated: water, coffee, tea, laptop, orange juice, lemonade, pre workout.","Coffee, tea, and pre workout may have varying amounts of caffeine. Water, orange juice, and lemonade are drinks which don’t have caffeine. A laptop is not a drink at all.",databricks/databricks-dolly-15k,8869
codealpaca-12276,coding,Generate a regular expression to check for the presence of word ‘apple’,^(.*\bapple\b.*)$,sahil2801/CodeAlpaca-20k,12276
dolly-9490,factual,At what age can you get a driver's permit in the state of Washington?,15,databricks/databricks-dolly-15k,9490
codealpaca-2499,coding,Create a python function to return the highest value in a given list of numbers.,def get_max(list): max_value = list[0] for value in list: if value > max_value: max_value = value return max_value,sahil2801/CodeAlpaca-20k,2499
codealpaca-6805,coding,"Implement a method to generate a random password with 8 characters, which at least contain one capital letter, one small letter, and one digit.","import string import random def passwordGenerator(length): str = string.ascii_uppercase + string.ascii_lowercase + string.digits passwd = """".join(random.choice(str) for x in range(length)) if (any(x.isupper() for x in passwd) and any(x.islower() for x in passwd) and any(x.isdigit() for x in passwd)): return passwd else: return passwordGenerator(length) print(passwordGenerator(8))",sahil2801/CodeAlpaca-20k,6805
codealpaca-7860,coding,"Create a C# function called ""InsertCharacter"" that takes a string input and inserts a character at a given index.","public static string InsertCharacter(string str, int index, char ch) { return str.Substring(0, index) + ch + str.Substring(index); } string newString = InsertCharacter(""Hello World!"", 5, 'x'); Console.WriteLine(newString); # Output: Hellxo World!",sahil2801/CodeAlpaca-20k,7860
codealpaca-16824,coding,Write a code snippet to create an array filled with alternating 0s and 1s.,def createAlternateArray(n): result = [False] * n for i in range(n): if i % 2 == 0: result[i] = True return result,sahil2801/CodeAlpaca-20k,16824
dolly-7302,factual,Who created Final Fantasy?,Final Fantasy was created by Hironobu Sakaguchi,databricks/databricks-dolly-15k,7302
codealpaca-16205,coding,Create a HTML page to display a table with 5 rows and 4 columns of data.,"<html> <head> <title>Table Example</title> </head> <body> <table> <tr> <td>Row 1, Column 1</td> <td>Row 1, Column 2</td> <td>Row 1, Column 3</td> <td>Row 1, Column 4</td> </tr> <tr> <td>Row 2, Column 1</td> <td>Row 2, Column 2</td> <td>Row 2, Column 3</td> <td>Row 2, Column 4</td> </tr> <tr> <td>Row 3, Column 1</td> <td>Row 3, Column 2</td> <td>Row 3, Column 3</td> <td>Row 3, Column 4</td> </tr> <tr> <td>Row 4, Column 1</td> <td>Row 4, Column 2</td> <td>Row 4, Column 3</td> <td>Row 4, Column 4</td> </tr> <tr> <td>Row 5, Column 1</td> <td>Row 5, Column 2</td> <td>Row 5, Column 3</td> <td>Row 5, Column 4</td> </tr> </table> </body> </html>",sahil2801/CodeAlpaca-20k,16205
dolly-242,factual,What is the FA Cup?,"The Football Association Challenge Cup, more commonly known as the FA Cup, is an annual knockout football competition in men's domestic English football. First played during the 1871–72 season, it is the oldest national football competition in the world. It is organised by and named after The Football Association (The FA). Since 2015, it has been known as The Emirates FA Cup after its headline sponsor. A concurrent Women's FA Cup has been held since 1970. The competition is open to all eligible clubs down to Level 9 of the English football league system with Level 10 clubs acting as stand-ins in the event of non-entries from above. Included in the competition are 20 professional clubs in the Premier League (level 1), 72 professional clubs in the English Football League (levels 2 to 4), and all clubs in steps 1–5 of the National League System (levels 5 to 9) as well as a tiny number of step 6 clubs acting as stand-ins for non-entries above. A record 763 clubs competed in 2011–12. The tournament consists of 12 randomly drawn rounds followed by the semi-finals and the final. Entrants are not seeded, although a system of byes based on league level ensures higher ranked teams enter in later rounds – the minimum number of games needed to win, depending on which round a team enters the competition, ranges from six to fourteen. The first six rounds are the Qualifying Competition, from which 32 teams progress to the first round of the Competition Proper, meeting the first of the 48 professional teams from Leagues One and Two. The last entrants are the Premier League and Championship clubs, into the draw for the Third Round Proper. In the modern era, only one non-League team has ever reached the quarter-finals, and teams below Level 2 have never reached the final. As a result, significant focus is given to the smaller teams who progress furthest, especially if they achieve an unlikely ""giant-killing"" victory. Winners receive the FA Cup trophy, of which there have been two designs and five actual cups; the latest is a 2014 replica of the second design, introduced in 1911. Winners also qualify for the UEFA Europa League and a place in the upcoming FA Community Shield. Arsenal are the most successful club with fourteen titles and Arsène Wenger is the most successful manager in the history of the competition, having won seven finals as Arsenal's manager. Liverpool are the current holders, having beaten Chelsea 6–5 on penalties following a 0–0 draw in the 2022 final.",databricks/databricks-dolly-15k,242
